#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Synergy String
43,Brody Brown,,,,"Offense, Off Reb, Off Reb",Run Offense,00:00:07.3,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,12:56,Brody Brown,12 Brody Brown > Offensive Rebound > Short > Run Offense,
44,Matt Caggiano,,,,"Offense, Spot Up, 3FGM, Assist",Make 3 Pts,00:00:12.4,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,12:52,Matt Caggiano,5 Matt Caggiano > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,
45,Evan Cabral,,,,"Offense, Transition, 2FGM",Make 2 Pts,00:00:09.9,,,Ithaca College,IC@RIT,01/16/2024,1,12:41,Evan Cabral,15 Evan Cabral > Transition > Left Wing > To Basket > Make 2 Pts,
46,Kenny Wilburn,,,,"Offense, Post Up, 2FGM, Assist",Make 2 Pts,00:00:14.8,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,12:25,Kenny Wilburn,3 Kenny Wilburn > Post-Up > Flash Middle > Right Shoulder > Dribble Move > To Basket > Make 2 Pts,
47,Logan Wendell,,,,"Offense, Defense, Handoff, 3FGm, Def Reb",Miss 3 Pts,00:00:26.6,,,Ithaca College,IC@RIT,01/16/2024,1,12:02,Logan Wendell,1 Logan Wendell > Hand Off > From Dribble > Right > Dribble Jumper > Long/3pt > Miss 3 Pts,
48,Matt Caggiano,,,,"Offense, Defense, P&R BH, 2FGm, Def Reb, Block, Blocked Attempt",Miss 2 Pts,00:00:13.0,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,11:47,Matt Caggiano,5 Matt Caggiano > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts,
49,Evan Cabral,,,,"Offense, Defense, Handoff, Foul",Foul,00:00:16.6,,,Ithaca College,IC@RIT,01/16/2024,1,11:38,Evan Cabral,15 Evan Cabral > Hand Off > From Stationary > Top > To Basket > Foul,
50,Evan Cabral,,,,"Offense, FTm",Free Throw,00:00:07.1,,,Ithaca College,IC@RIT,01/16/2024,1,11:38,Evan Cabral,15 Evan Cabral > Non Possession > Free Throw,
51,Evan Cabral,,,,"Offense, FTM",Free Throw,00:00:05.9,,,Ithaca College,IC@RIT,01/16/2024,1,11:38,Evan Cabral,15 Evan Cabral > Non Possession > Free Throw,
52,Keegan Ocorr,,,,"Offense, Turnover",Turnover,00:00:21.6,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,11:38,Keegan Ocorr,1 Keegan Ocorr > No Play Type > Turnover,
53,Cole Wissink,,,,"Offense, Spot Up, 2FGM",Make 2 Pts,00:00:31.3,,,Ithaca College,IC@RIT,01/16/2024,1,10:54,Cole Wissink,0 Cole Wissink > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Make 2 Pts,
54,Brody Brown,,,,,No Violation,00:00:13.2,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,,,Brody Brown,12 Brody Brown > Non Possession > No Violation,
55,Matt Caggiano,,,,"Offense, Defense, Spot Up, Foul",Foul,00:00:22.9,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,10:43,Matt Caggiano,5 Matt Caggiano > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Foul,
56,Matt Caggiano,,,,"Offense, FTm",Free Throw,00:00:06.9,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,10:31,Matt Caggiano,5 Matt Caggiano > Non Possession > Free Throw,
57,Matt Caggiano,,,,"Offense, FTM",Free Throw,00:00:05.4,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,10:31,Matt Caggiano,5 Matt Caggiano > Non Possession > Free Throw,
58,Matt Caggiano,,,,"Offense, FTM",Free Throw,00:00:04.1,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,10:31,Matt Caggiano,5 Matt Caggiano > Non Possession > Free Throw,
59,Jaylon O'Neal,,,,"Offense, Defense, P&R BH, Spot Up, 3FGm, Def Reb",Miss 3 Pts,00:00:15.9,,,Ithaca College,IC@RIT,01/16/2024,1,10:15,Andrew Geschickter,2 Jaylon O'Neal > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 4 Andrew Geschickter > Spot-Up > Drives Right > Dribble Jumper > Long/3pt > Miss 3 Pts,
60,Brody Brown,,,,"Offense, Defense, Spot Up, 3FGm, Def Reb",Miss 3 Pts,00:00:17.7,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,10:03,Brody Brown,12 Brody Brown > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,
61,Bryce Bleibtrey,,,,"Offense, Spot Up, 2FGM",Make 2 Pts,00:00:19.6,,,Ithaca College,IC@RIT,01/16/2024,1,9:49,Bryce Bleibtrey,5 Bryce Bleibtrey > Spot-Up > Drives Left > To Basket > Make 2 Pts,
62,Mark Osime,,,,,No Violation,00:00:15.9,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,,,Mark Osime,23 Mark Osime > Non Possession > No Violation,
63,Kenny Wilburn,,,,"Offense, Spot Up, 2FGM",Make 2 Pts,00:00:19.7,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,9:20,Kenny Wilburn,3 Kenny Wilburn > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Make 2 Pts,
64,Alex Penders,,,,"Offense, Spot Up, 3FGM, Assist",Make 3 Pts,00:00:13.7,,,Ithaca College,IC@RIT,01/16/2024,1,9:09,Alex Penders,14 Alex Penders > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,
65,Brandon Weiss,,,,"Offense, Defense, Spot Up, 2FGm, Def Reb, Block, Blocked Attempt",Miss 2 Pts,00:00:23.4,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,8:44,Brandon Weiss,4 Brandon Weiss > Spot-Up > Drives Right > To Basket > Miss 2 Pts,
66,Cole Wissink,,,,"Offense, Transition, 3FGM, Assist",Make 3 Pts,00:00:12.6,,,Ithaca College,IC@RIT,01/16/2024,1,8:38,Cole Wissink,0 Cole Wissink > Transition > Left Wing > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,
67,Mark Osime,,,,"Offense, Defense, Transition, 2FGm, Def Reb",Miss 2 Pts,00:00:13.9,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,8:38,Mark Osime,23 Mark Osime > Transition > Right Wing > To Basket > Miss 2 Pts,
68,Gavin Schauder,,,,"Offense, Defense, Cut, Foul",Foul,00:00:23.9,,,Ithaca College,IC@RIT,01/16/2024,1,8:12,Gavin Schauder,10 Gavin Schauder > Cut > Basket > Foul,
69,Gavin Schauder,,,,"Offense, FTM",Free Throw,00:00:04.9,,,Ithaca College,IC@RIT,01/16/2024,1,8:12,Gavin Schauder,10 Gavin Schauder > Non Possession > Free Throw,
70,Gavin Schauder,,,,"Offense, Defense, FTm, Def Reb",Free Throw,00:00:08.9,,,Ithaca College,IC@RIT,01/16/2024,1,8:12,Gavin Schauder,10 Gavin Schauder > Non Possession > Free Throw,
71,Josiah Turner,,,,"Offense, Iso, Spot Up, 3FGM, Assist",Make 3 Pts,00:00:26.3,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,7:51,Brandon Weiss,33 Josiah Turner > ISO > Top > Drives Left > Defense Commits > Ball Delivered > 4 Brandon Weiss > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,
72,Andrew Geschickter,,,,"Offense, Defense, P&R BH, 2FGm, Def Reb",Miss 2 Pts,00:00:26.9,,,Ithaca College,IC@RIT,01/16/2024,1,7:26,Andrew Geschickter,4 Andrew Geschickter > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > Dribble Jumper > Short to < 17' > Miss 2 Pts,
73,Matt Caggiano,,,,"Offense, Defense, Transition, Foul",Foul,00:00:11.1,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,7:23,Matt Caggiano,5 Matt Caggiano > Transition > Leak Outs > To Basket > Foul,
74,Matt Caggiano,,,,"Offense, FTm",Free Throw,00:00:06.7,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,7:23,Matt Caggiano,5 Matt Caggiano > Non Possession > Free Throw,
75,Matt Caggiano,,,,"Offense, FTM",Free Throw,00:00:06.6,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,7:23,Matt Caggiano,5 Matt Caggiano > Non Possession > Free Throw,
76,Evan Cabral,,,,"Offense, Handoff, 2FGM",Make 2 Pts,00:00:20.2,,,Ithaca College,IC@RIT,01/16/2024,1,7:00,Evan Cabral,15 Evan Cabral > Hand Off > From Stationary > Left > Dribble Jumper > Short to < 17' > Make 2 Pts,
77,Brock Bowen,,,,"Offense, Defense, Turnover, Steal",Turnover,00:00:13.9,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,6:49,Brock Bowen,10 Brock Bowen > No Play Type > Turnover,
78,Andrew Geschickter,,,,"Offense, Transition, 2FGM, Assist",Make 2 Pts,00:00:09.1,,,Ithaca College,IC@RIT,01/16/2024,1,6:43,Andrew Geschickter,4 Andrew Geschickter > Transition > Leak Outs > To Basket > Make 2 Pts,
79,Chase Dickens,,,,"Offense, Defense, Turnover, Steal",Turnover,00:00:26.5,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,6:18,Chase Dickens,11 Chase Dickens > No Play Type > Turnover,
80,Aidan Holmes,,,,"Offense, Transition, 3FGM, Assist",Make 3 Pts,00:00:13.6,,,Ithaca College,IC@RIT,01/16/2024,1,6:13,Aidan Holmes,3 Aidan Holmes > Transition > Right Wing > Dribble Jumper > Long/3pt > Make 3 Pts,
81,Chase Dickens,,,,"Offense, Cut, 2FGM, Assist",Make 2 Pts,00:00:13.6,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,5:57,Chase Dickens,11 Chase Dickens > Cut > Flash > Make 2 Pts,
82,Laurence Brady,,,,"Offense, Defense, Cut, 2FGm, Def Reb, Block, Blocked Attempt",Miss 2 Pts,00:00:19.3,,,Ithaca College,IC@RIT,01/16/2024,1,5:40,Laurence Brady,12 Laurence Brady > Cut > Basket > Miss 2 Pts,
83,Brody Brown,,,,"Offense, Spot Up, 3FGM, Assist",Make 3 Pts,00:00:17.9,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,5:29,Brody Brown,12 Brody Brown > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,
84,Andrew Geschickter,,,,"Offense, Defense, Handoff, Foul",Foul,00:00:15.5,,,Ithaca College,IC@RIT,01/16/2024,1,5:11,Andrew Geschickter,4 Andrew Geschickter > Hand Off > From Stationary > Right > No Dribble Jumper > Guarded > Long/3pt > Foul,
85,Andrew Geschickter,,,,"Offense, FTM",Free Throw,00:00:05.0,,,Ithaca College,IC@RIT,01/16/2024,1,5:11,Andrew Geschickter,4 Andrew Geschickter > Non Possession > Free Throw,
86,Andrew Geschickter,,,,"Offense, FTM",Free Throw,00:00:06.9,,,Ithaca College,IC@RIT,01/16/2024,1,5:11,Andrew Geschickter,4 Andrew Geschickter > Non Possession > Free Throw,
87,Andrew Geschickter,,,,"Offense, FTM",Free Throw,00:00:13.3,,,Ithaca College,IC@RIT,01/16/2024,1,5:11,Andrew Geschickter,4 Andrew Geschickter > Non Possession > Free Throw,
88,Josiah Turner,,,,"Offense, Transition, 2FGm",Miss 2 Pts,00:00:14.8,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,5:11,Josiah Turner,33 Josiah Turner > Transition > First Middle > To Basket > Miss 2 Pts,
89,Josiah Turner,,,,"Offense, Off Reb, Off Reb",Run Offense,00:00:05.3,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,4:59,Josiah Turner,33 Josiah Turner > Offensive Rebound > Short > Run Offense,
90,Josiah Turner,,,,"Offense, Defense, Cut, 2FGM, Foul",1 Pts,00:00:10.3,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,4:57,Josiah Turner,33 Josiah Turner > Cut > Basket > Make 2 Pts Foul > 1 Pts,
91,Josiah Turner,,,,"Offense, FTM",Free Throw,00:00:05.5,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,4:57,Josiah Turner,33 Josiah Turner > Non Possession > Free Throw,
